flight_number,airline_code,origin_airport,destination_airport,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,delay_reason,distance,weather_condition,day_of_week,month,is_delayed
AA9600,AA,SFO,BOS,2025-02-25 14:33:00,2025-02-25 14:33:00,2025-02-25 21:59:00,2025-02-25 21:57:00,0,,3559.6,Clear,1,2,0
VN2045,VN,SGN,MIA,2025-01-29 19:41:00,2025-01-29 19:41:00,2025-01-30 22:39:00,2025-01-30 22:39:00,0,,12940.1,Clear,2,1,0
AA4559,AA,DAD,MIA,2025-06-20 07:22:00,2025-06-20 07:22:00,2025-06-21 10:36:00,2025-06-21 10:37:00,0,,13023.0,Cloudy,4,6,0
VN3043,VN,LAX,BOS,2025-11-04 13:19:00,2025-11-04 13:57:00,2025-11-04 20:05:00,2025-11-04 20:41:00,38,Late Aircraft,3321.7,Cloudy,1,11,1
DL315,DL,SFO,LAX,2025-02-21 22:17:00,2025-02-21 22:17:00,2025-02-21 23:17:00,2025-02-21 23:14:00,0,,373.5,Cloudy,4,2,0
VJ1517,VJ,SFO,HAN,2025-04-03 11:41:00,2025-04-03 11:41:00,2025-04-04 20:25:00,2025-04-04 20:25:00,0,,15785.4,Rain,3,4,0
UA5348,UA,SGN,SFO,2025-04-12 17:23:00,2025-04-12 17:58:00,2025-04-14 02:33:00,2025-04-14 03:13:00,35,Weather,15911.0,Clear,5,4,1
B6137,B6,DEN,ATL,2025-12-19 18:40:00,2025-12-19 18:40:00,2025-12-19 21:33:00,2025-12-19 21:29:00,0,,1461.3,Cloudy,4,12,0
WN9447,WN,SEA,HAN,2025-11-19 23:01:00,2025-11-19 23:01:00,2025-11-21 07:54:00,2025-11-21 07:51:00,0,,15843.7,Clear,2,11,0
AS1672,AS,HAN,DFW,2025-07-24 07:33:00,2025-07-24 07:54:00,2025-07-25 12:41:00,2025-07-25 13:03:00,21,National Aviation System,14019.6,Rain,3,7,1
VJ477,VJ,SGN,HAN,2025-02-16 07:01:00,2025-02-16 07:01:00,2025-02-16 08:39:00,2025-02-16 08:42:00,0,,720.1,Rain,6,2,0
NK9860,NK,SEA,HAN,2025-11-17 17:33:00,2025-11-17 17:33:00,2025-11-19 02:38:00,2025-11-19 02:33:00,0,,15843.7,Clear,0,11,0
VJ6849,VJ,HAN,SFO,2025-09-08 18:05:00,2025-09-08 18:26:00,2025-09-10 03:00:00,2025-09-10 03:16:00,21,Weather,15785.4,Clear,0,9,1
VJ6937,VJ,SFO,DEN,2025-06-26 11:52:00,2025-06-26 11:56:00,2025-06-26 14:23:00,2025-06-26 14:29:00,4,,1231.4,Clear,3,6,0
AS4402,AS,ORD,ATL,2025-12-10 11:08:00,2025-12-10 11:08:00,2025-12-10 12:23:00,2025-12-10 12:24:00,0,,623.1,Snow,2,12,0
WN7815,WN,MIA,SEA,2025-02-27 14:21:00,2025-02-27 14:21:00,2025-02-27 21:10:00,2025-02-27 21:15:00,0,,3261.8,Snow,3,2,0
AA366,AA,DEN,SGN,2025-01-08 21:46:00,2025-01-08 22:13:00,2025-01-10 04:19:00,2025-01-10 04:47:00,27,Weather,14718.5,Clear,2,1,1
VN689,VN,HAN,MIA,2025-11-10 15:17:00,2025-11-10 15:17:00,2025-11-11 18:11:00,2025-11-11 18:12:00,0,,12844.4,Clear,0,11,0
AA6805,AA,BOS,SFO,2025-06-28 09:47:00,2025-06-28 09:47:00,2025-06-28 17:14:00,2025-06-28 17:12:00,0,,3559.6,Rain,5,6,0
UA3084,UA,MIA,DEN,2025-08-13 07:13:00,2025-08-13 07:14:00,2025-08-13 11:08:00,2025-08-13 11:14:00,1,,1942.3,Rain,2,8,0
WN2719,WN,MIA,HAN,2025-03-16 12:05:00,2025-03-16 12:05:00,2025-03-17 14:49:00,2025-03-17 14:54:00,0,,12844.4,Clear,6,3,0
DL6199,DL,HAN,DFW,2025-11-03 23:40:00,2025-11-03 23:40:00,2025-11-05 05:00:00,2025-11-05 04:59:00,0,,14019.6,Cloudy,0,11,0
AA6135,AA,DEN,JFK,2025-12-17 15:54:00,2025-12-17 17:36:00,2025-12-17 20:14:00,2025-12-17 21:52:00,102,Air Traffic Control,2132.5,Snow,2,12,1
VJ719,VJ,SEA,SFO,2025-04-10 14:53:00,2025-04-10 15:14:00,2025-04-10 16:20:00,2025-04-10 16:36:00,21,Air Traffic Control,678.2,Fog,3,4,1
AS6107,AS,JFK,BOS,2025-08-25 08:02:00,2025-08-25 08:02:00,2025-08-25 09:02:00,2025-08-25 09:03:00,0,,225.0,Fog,0,8,0
VN3507,VN,DFW,ORD,2025-11-19 15:16:00,2025-11-19 15:45:00,2025-11-19 17:09:00,2025-11-19 17:38:00,29,Carrier Delay,888.4,Snow,2,11,1
WN2368,WN,HAN,ORD,2025-04-04 19:34:00,2025-04-04 19:35:00,2025-04-05 23:32:00,2025-04-05 23:35:00,1,,13442.8,Cloudy,4,4,0
AA8538,AA,SEA,DEN,2025-11-15 17:27:00,2025-11-15 17:49:00,2025-11-15 20:22:00,2025-11-15 20:46:00,22,National Aviation System,1324.8,Clear,5,11,1
B68236,B6,DFW,SFO,2025-11-24 09:36:00,2025-11-24 10:20:00,2025-11-24 13:21:00,2025-11-24 14:08:00,44,Weather,1778.5,Clear,0,11,1
B63811,B6,SFO,JFK,2025-03-12 08:05:00,2025-03-12 08:05:00,2025-03-12 14:59:00,2025-03-12 14:58:00,0,,3359.9,Clear,2,3,0
NK8498,NK,HAN,BOS,2025-01-15 08:26:00,2025-01-15 09:33:00,2025-01-16 09:55:00,2025-01-16 11:00:00,67,Carrier Delay,12287.3,Clear,2,1,1
VN1533,VN,LAX,DFW,2025-01-18 11:51:00,2025-01-18 11:51:00,2025-01-18 14:55:00,2025-01-18 14:53:00,0,,1476.1,Clear,5,1,0
F92143,F9,ORD,DEN,2025-06-20 05:33:00,2025-06-20 05:33:00,2025-06-20 07:59:00,2025-06-20 07:56:00,0,,1166.1,Fog,4,6,0
VJ5633,VJ,JFK,BOS,2025-03-06 21:47:00,2025-03-06 21:47:00,2025-03-06 22:47:00,2025-03-06 22:44:00,0,,225.0,Clear,3,3,0
AA7300,AA,ORD,HAN,2025-06-13 10:32:00,2025-06-13 10:34:00,2025-06-14 14:23:00,2025-06-14 14:25:00,2,,13442.8,Fog,4,6,0
VN3095,VN,JFK,DAD,2025-06-24 08:23:00,2025-06-24 08:29:00,2025-06-25 10:50:00,2025-06-25 10:54:00,6,,12670.6,Cloudy,1,6,0
UA2675,UA,SGN,BOS,2025-12-30 11:31:00,2025-12-30 11:31:00,2025-12-31 13:34:00,2025-12-31 13:36:00,0,,12450.4,Cloudy,1,12,0
WN9556,WN,ATL,SEA,2025-07-11 22:17:00,2025-07-11 22:23:00,2025-07-12 03:55:00,2025-07-12 04:04:00,6,,2782.1,Cloudy,4,7,0
UA4529,UA,DAD,DFW,2025-01-26 18:35:00,2025-01-26 18:55:00,2025-01-28 00:15:00,2025-01-28 00:30:00,20,Late Aircraft,14209.2,Rain,6,1,1
VN6527,VN,SEA,LAX,2025-05-11 20:24:00,2025-05-11 20:24:00,2025-05-11 22:29:00,2025-05-11 22:31:00,0,,970.1,Cloudy,6,5,0
DL1666,DL,ATL,DFW,2025-09-14 21:34:00,2025-09-14 21:36:00,2025-09-14 23:32:00,2025-09-14 23:39:00,2,,871.8,Clear,6,9,0
B69821,B6,DEN,SEA,2025-07-28 09:57:00,2025-07-28 11:27:00,2025-07-28 12:41:00,2025-07-28 14:09:00,90,Weather,1324.8,Rain,0,7,1
VN6185,VN,LAX,SGN,2025-07-07 21:19:00,2025-07-07 21:26:00,2025-07-09 05:41:00,2025-07-09 05:48:00,7,,15610.9,Snow,0,7,0
DL4573,DL,BOS,MIA,2025-01-11 10:13:00,2025-01-11 10:13:00,2025-01-11 13:00:00,2025-01-11 12:55:00,0,,1310.3,Snow,5,1,0
DL9807,DL,HAN,DFW,2025-06-25 05:41:00,2025-06-25 06:37:00,2025-06-26 10:53:00,2025-06-26 11:54:00,56,National Aviation System,14019.6,Fog,2,6,1
VN3487,VN,MIA,ORD,2025-09-12 15:06:00,2025-09-12 15:06:00,2025-09-12 17:35:00,2025-09-12 17:33:00,0,,1233.9,Clear,4,9,0
NK3064,NK,BOS,LAX,2025-01-28 09:14:00,2025-01-28 09:35:00,2025-01-28 16:10:00,2025-01-28 16:29:00,21,National Aviation System,3321.7,Clear,1,1,1
B61324,B6,JFK,MIA,2025-12-18 15:45:00,2025-12-18 15:45:00,2025-12-18 18:10:00,2025-12-18 18:09:00,0,,1118.5,Clear,3,12,0
F96735,F9,DEN,SFO,2025-10-07 13:30:00,2025-10-07 14:00:00,2025-10-07 15:56:00,2025-10-07 16:29:00,30,Security,1231.4,Snow,1,10,1
VN1516,VN,ORD,HAN,2025-02-23 17:22:00,2025-02-23 17:22:00,2025-02-24 21:21:00,2025-02-24 21:22:00,0,,13442.8,Clear,6,2,0
AS8151,AS,DFW,JFK,2025-12-03 16:45:00,2025-12-03 17:17:00,2025-12-03 20:10:00,2025-12-03 20:47:00,32,Carrier Delay,1691.6,Snow,2,12,1
AS5194,AS,HAN,ATL,2025-05-10 05:37:00,2025-05-10 05:42:00,2025-05-11 08:56:00,2025-05-11 08:56:00,5,,13154.1,Cloudy,5,5,0
B69302,B6,DAD,LAX,2025-05-28 13:25:00,2025-05-28 13:32:00,2025-05-29 22:08:00,2025-05-29 22:10:00,7,,15684.6,Rain,2,5,0
AA9061,AA,MIA,SFO,2025-04-17 19:25:00,2025-04-17 19:34:00,2025-04-18 01:32:00,2025-04-18 01:38:00,9,,3016.8,Clear,3,4,0
AA8016,AA,BOS,SEA,2025-09-29 16:25:00,2025-09-29 16:25:00,2025-09-29 23:43:00,2025-09-29 23:48:00,0,,3557.0,Cloudy,0,9,0
AS5508,AS,ORD,SGN,2025-07-22 17:48:00,2025-07-22 17:48:00,2025-07-23 22:13:00,2025-07-23 22:12:00,0,,13595.6,Clear,1,7,0
AS7437,AS,ORD,ATL,2025-06-14 11:03:00,2025-06-14 11:03:00,2025-06-14 12:11:00,2025-06-14 12:15:00,0,,623.1,Snow,5,6,0
VJ3542,VJ,SEA,SGN,2025-04-19 05:10:00,2025-04-19 05:10:00,2025-04-20 14:37:00,2025-04-20 14:33:00,0,,15999.2,Fog,5,4,0
UA4269,UA,SFO,SGN,2025-09-18 22:03:00,2025-09-18 22:06:00,2025-09-20 07:14:00,2025-09-20 07:20:00,3,,15911.0,Cloudy,3,9,0
VN6770,VN,ATL,BOS,2025-05-02 08:26:00,2025-05-02 08:44:00,2025-05-02 10:49:00,2025-05-02 11:09:00,18,Weather,1104.4,Clear,4,5,1
DL6835,DL,SFO,LAX,2025-10-13 21:33:00,2025-10-13 21:33:00,2025-10-13 22:33:00,2025-10-13 22:30:00,0,,373.5,Cloudy,0,10,0
DL5188,DL,MIA,HAN,2025-12-01 22:19:00,2025-12-01 22:19:00,2025-12-03 01:14:00,2025-12-03 01:14:00,0,,12844.4,Clear,0,12,0
VJ5822,VJ,BOS,ORD,2025-09-19 07:29:00,2025-09-19 07:29:00,2025-09-19 09:49:00,2025-09-19 09:49:00,0,,1166.3,Clear,4,9,0
WN5491,WN,DEN,MIA,2025-08-11 12:31:00,2025-08-11 12:31:00,2025-08-11 16:37:00,2025-08-11 16:40:00,0,,1942.3,Cloudy,0,8,0
F92829,F9,SGN,ORD,2025-10-10 08:38:00,2025-10-10 08:38:00,2025-10-11 13:06:00,2025-10-11 13:06:00,0,,13595.6,Rain,4,10,0
F98807,F9,BOS,DAD,2025-05-08 05:00:00,2025-05-08 05:40:00,2025-05-09 07:05:00,2025-05-09 07:48:00,40,Security,12498.1,Clear,3,5,1
NK4507,NK,DAD,SGN,2025-09-21 21:16:00,2025-09-21 21:16:00,2025-09-21 22:16:00,2025-09-21 22:19:00,0,,376.0,Clear,6,9,0
AS4855,AS,SFO,JFK,2025-05-31 08:06:00,2025-05-31 08:12:00,2025-05-31 14:58:00,2025-05-31 15:09:00,6,,3359.9,Cloudy,5,5,0
VJ1419,VJ,SFO,HAN,2025-07-06 17:37:00,2025-07-06 17:39:00,2025-07-08 02:38:00,2025-07-08 02:43:00,2,,15785.4,Cloudy,6,7,0
B62399,B6,SGN,DAD,2025-11-23 20:20:00,2025-11-23 20:21:00,2025-11-23 21:20:00,2025-11-23 21:20:00,1,,376.0,Clear,6,11,0
NK485,NK,JFK,HAN,2025-06-08 10:48:00,2025-06-08 10:51:00,2025-06-09 12:36:00,2025-06-09 12:40:00,3,,12463.6,Clear,6,6,0
DL9548,DL,DAD,SEA,2025-03-31 06:58:00,2025-03-31 06:58:00,2025-04-01 16:20:00,2025-04-01 16:20:00,0,,16052.0,Clear,0,3,0
B64786,B6,SEA,DEN,2025-11-29 05:06:00,2025-11-29 05:06:00,2025-11-29 07:46:00,2025-11-29 07:47:00,0,,1324.8,Clear,5,11,0
AA1961,AA,BOS,DEN,2025-04-04 19:52:00,2025-04-04 20:23:00,2025-04-05 00:46:00,2025-04-05 01:19:00,31,Air Traffic Control,2329.3,Clear,4,4,1
AA203,AA,JFK,SFO,2025-09-20 21:27:00,2025-09-20 21:30:00,2025-09-21 04:19:00,2025-09-21 04:20:00,3,,3359.9,Rain,5,9,0
AA6203,AA,DEN,ORD,2025-11-08 19:03:00,2025-11-08 19:03:00,2025-11-08 21:22:00,2025-11-08 21:27:00,0,,1166.1,Fog,5,11,0
AS3292,AS,LAX,SEA,2025-12-19 07:11:00,2025-12-19 07:26:00,2025-12-19 09:09:00,2025-12-19 09:29:00,15,Weather,970.1,Clear,4,12,1
B65163,B6,SEA,JFK,2025-01-25 22:31:00,2025-01-25 22:33:00,2025-01-26 05:38:00,2025-01-26 05:36:00,2,,3381.4,Rain,5,1,0
VN6996,VN,LAX,MIA,2025-04-04 09:24:00,2025-04-04 10:11:00,2025-04-04 14:55:00,2025-04-04 15:45:00,47,Late Aircraft,2689.7,Snow,4,4,1
AA5092,AA,JFK,DFW,2025-03-03 13:21:00,2025-03-03 15:12:00,2025-03-03 16:51:00,2025-03-03 18:44:00,111,National Aviation System,1691.6,Rain,0,3,1
DL3339,DL,ATL,DAD,2025-09-26 12:07:00,2025-09-26 12:07:00,2025-09-27 15:54:00,2025-09-27 15:49:00,0,,13346.6,Cloudy,4,9,0
DL9417,DL,ATL,ORD,2025-11-05 06:57:00,2025-11-05 07:15:00,2025-11-05 08:05:00,2025-11-05 08:23:00,18,Carrier Delay,623.1,Fog,2,11,1
UA9267,UA,JFK,SGN,2025-03-07 11:18:00,2025-03-07 11:18:00,2025-03-08 13:40:00,2025-03-08 13:37:00,0,,12618.6,Clear,4,3,0
AS7508,AS,DEN,HAN,2025-12-09 17:18:00,2025-12-09 17:55:00,2025-12-10 23:39:00,2025-12-11 00:20:00,37,National Aviation System,14580.0,Cloudy,1,12,1
WN6365,WN,DAD,SFO,2025-06-26 20:54:00,2025-06-26 20:57:00,2025-06-28 06:19:00,2025-06-28 06:27:00,3,,15979.4,Clear,3,6,0
F96072,F9,ORD,LAX,2025-07-11 17:08:00,2025-07-11 18:26:00,2025-07-11 21:36:00,2025-07-11 22:55:00,78,Weather,2176.3,Clear,4,7,1
AA6913,AA,SEA,SFO,2025-06-11 08:23:00,2025-06-11 08:23:00,2025-06-11 09:50:00,2025-06-11 09:46:00,0,,678.2,Clear,2,6,0
AA3453,AA,LAX,HAN,2025-01-04 07:36:00,2025-01-04 07:36:00,2025-01-05 15:44:00,2025-01-05 15:45:00,0,,15495.7,Cloudy,5,1,0
F98923,F9,ATL,SEA,2025-07-16 05:19:00,2025-07-16 05:22:00,2025-07-16 11:14:00,2025-07-16 11:16:00,3,,2782.1,Rain,2,7,0
VN5871,VN,DFW,SGN,2025-05-01 15:40:00,2025-05-01 15:40:00,2025-05-02 21:08:00,2025-05-02 21:06:00,0,,14137.1,Clear,3,5,0
AA3424,AA,MIA,DEN,2025-05-21 08:27:00,2025-05-21 08:39:00,2025-05-21 12:28:00,2025-05-21 12:36:00,12,,1942.3,Cloudy,2,5,0
F91266,F9,DFW,DAD,2025-09-30 19:44:00,2025-09-30 19:44:00,2025-10-02 01:13:00,2025-10-02 01:14:00,0,,14209.2,Clear,1,9,0
UA3704,UA,HAN,JFK,2025-03-11 09:35:00,2025-03-11 09:35:00,2025-03-12 11:26:00,2025-03-12 11:31:00,0,,12463.6,Snow,1,3,0
AA4291,AA,SFO,SEA,2025-05-23 19:45:00,2025-05-23 20:17:00,2025-05-23 21:04:00,2025-05-23 21:34:00,32,Late Aircraft,678.2,Cloudy,4,5,1
VN5635,VN,ORD,SEA,2025-03-10 15:01:00,2025-03-10 15:02:00,2025-03-10 20:03:00,2025-03-10 19:59:00,1,,2403.6,Fog,0,3,0
UA2435,UA,DFW,HAN,2025-07-04 20:01:00,2025-07-04 20:30:00,2025-07-06 01:13:00,2025-07-06 01:41:00,29,Late Aircraft,14019.6,Rain,4,7,1
UA189,UA,HAN,DAD,2025-06-07 16:53:00,2025-06-07 18:53:00,2025-06-07 17:53:00,2025-06-07 19:48:00,120,Weather,393.5,Rain,5,6,1
UA2234,UA,SFO,DAD,2025-05-05 18:21:00,2025-05-05 18:56:00,2025-05-07 03:39:00,2025-05-07 04:17:00,35,Air Traffic Control,15979.4,Cloudy,0,5,1
NK4454,NK,DEN,LAX,2025-11-15 07:33:00,2025-11-15 07:33:00,2025-11-15 09:50:00,2025-11-15 09:48:00,0,,1031.8,Cloudy,5,11,0
B63642,B6,SEA,JFK,2025-06-04 09:11:00,2025-06-04 09:11:00,2025-06-04 16:10:00,2025-06-04 16:12:00,0,,3381.4,Rain,2,6,0
B62444,B6,DAD,ATL,2025-04-19 23:01:00,2025-04-19 23:01:00,2025-04-21 02:52:00,2025-04-21 02:51:00,0,,13346.6,Cloudy,5,4,0
B6962,B6,MIA,JFK,2025-09-27 12:30:00,2025-09-27 12:33:00,2025-09-27 14:40:00,2025-09-27 14:43:00,3,,1118.5,Clear,5,9,0
UA1453,UA,BOS,HAN,2025-10-20 15:27:00,2025-10-20 15:27:00,2025-10-21 17:07:00,2025-10-21 17:10:00,0,,12287.3,Cloudy,0,10,0
AS6879,AS,ATL,DAD,2025-10-02 14:17:00,2025-10-02 14:19:00,2025-10-03 18:12:00,2025-10-03 18:12:00,2,,13346.6,Fog,3,10,0
DL6187,DL,MIA,ATL,2025-09-28 20:22:00,2025-09-28 20:27:00,2025-09-28 21:47:00,2025-09-28 21:48:00,5,,612.1,Cloudy,6,9,0
DL4454,DL,JFK,MIA,2025-08-27 15:10:00,2025-08-27 15:10:00,2025-08-27 17:33:00,2025-08-27 17:28:00,0,,1118.5,Clear,2,8,0
F91331,F9,ATL,JFK,2025-06-21 11:42:00,2025-06-21 11:42:00,2025-06-21 13:31:00,2025-06-21 13:35:00,0,,879.4,Rain,5,6,0
B64347,B6,LAX,ATL,2025-10-18 23:55:00,2025-10-18 23:55:00,2025-10-19 04:48:00,2025-10-19 04:52:00,0,,2344.7,Rain,5,10,0
AA8754,AA,HAN,SEA,2025-09-16 10:27:00,2025-09-16 10:27:00,2025-09-17 19:18:00,2025-09-17 19:21:00,0,,15843.7,Cloudy,1,9,0
VJ2430,VJ,BOS,JFK,2025-05-30 17:22:00,2025-05-30 17:22:00,2025-05-30 18:22:00,2025-05-30 18:17:00,0,,225.0,Fog,4,5,0
DL2985,DL,DAD,HAN,2025-07-01 21:07:00,2025-07-01 21:08:00,2025-07-01 22:07:00,2025-07-01 22:10:00,1,,393.5,Clear,1,7,0
UA8293,UA,HAN,SFO,2025-08-08 20:53:00,2025-08-08 21:09:00,2025-08-10 05:56:00,2025-08-10 06:16:00,16,Security,15785.4,Snow,4,8,1
UA4407,UA,ORD,DAD,2025-12-10 08:10:00,2025-12-10 08:10:00,2025-12-11 12:37:00,2025-12-11 12:36:00,0,,13649.1,Fog,2,12,0
VN6716,VN,SGN,DFW,2025-01-29 21:37:00,2025-01-29 21:37:00,2025-01-31 03:10:00,2025-01-31 03:13:00,0,,14137.1,Clear,2,1,0
VJ4481,VJ,DFW,BOS,2025-09-05 23:24:00,2025-09-06 00:01:00,2025-09-06 03:30:00,2025-09-06 04:08:00,37,Air Traffic Control,1911.2,Rain,4,9,1
NK322,NK,DEN,LAX,2025-04-15 17:33:00,2025-04-15 17:33:00,2025-04-15 19:42:00,2025-04-15 19:45:00,0,,1031.8,Clear,1,4,0
UA9651,UA,DFW,SFO,2025-06-06 16:57:00,2025-06-06 18:11:00,2025-06-06 20:40:00,2025-06-06 21:53:00,74,Security,1778.5,Rain,4,6,1
UA7344,UA,DEN,JFK,2025-05-04 21:04:00,2025-05-04 21:08:00,2025-05-05 01:36:00,2025-05-05 01:44:00,4,,2132.5,Cloudy,6,5,0
B66173,B6,HAN,SEA,2025-08-25 17:53:00,2025-08-25 19:10:00,2025-08-27 02:51:00,2025-08-27 04:04:00,77,National Aviation System,15843.7,Snow,0,8,1
AS725,AS,DEN,BOS,2025-11-21 14:27:00,2025-11-21 14:30:00,2025-11-21 19:17:00,2025-11-21 19:24:00,3,,2329.3,Cloudy,4,11,0
WN2369,WN,SFO,HAN,2025-08-17 22:49:00,2025-08-17 23:20:00,2025-08-19 07:36:00,2025-08-19 08:12:00,31,Security,15785.4,Snow,6,8,1
DL6759,DL,HAN,ORD,2025-04-30 05:50:00,2025-04-30 05:50:00,2025-05-01 09:41:00,2025-05-01 09:44:00,0,,13442.8,Snow,2,4,0
AS6874,AS,MIA,ORD,2025-07-20 16:46:00,2025-07-20 16:47:00,2025-07-20 19:11:00,2025-07-20 19:15:00,1,,1233.9,Clear,6,7,0
AS7889,AS,DAD,HAN,2025-01-29 12:15:00,2025-01-29 12:15:00,2025-01-29 13:15:00,2025-01-29 13:17:00,0,,393.5,Snow,2,1,0
VN5037,VN,DFW,SFO,2025-03-18 13:16:00,2025-03-18 13:16:00,2025-03-18 16:49:00,2025-03-18 16:51:00,0,,1778.5,Clear,1,3,0
UA224,UA,DEN,ORD,2025-03-26 18:18:00,2025-03-26 18:25:00,2025-03-26 20:51:00,2025-03-26 20:53:00,7,,1166.1,Clear,2,3,0
VJ6745,VJ,SGN,MIA,2025-01-12 22:12:00,2025-01-12 22:12:00,2025-01-14 01:03:00,2025-01-14 01:02:00,0,,12940.1,Clear,6,1,0
VN7165,VN,HAN,BOS,2025-05-15 18:38:00,2025-05-15 18:38:00,2025-05-16 20:05:00,2025-05-16 20:04:00,0,,12287.3,Rain,3,5,0
NK1738,NK,JFK,BOS,2025-07-06 21:09:00,2025-07-06 21:56:00,2025-07-06 22:09:00,2025-07-06 22:59:00,47,National Aviation System,225.0,Rain,6,7,1
VN1631,VN,DFW,ORD,2025-12-22 15:47:00,2025-12-22 15:47:00,2025-12-22 17:40:00,2025-12-22 17:40:00,0,,888.4,Snow,0,12,0
F99542,F9,BOS,MIA,2025-05-15 21:20:00,2025-05-15 21:20:00,2025-05-16 00:03:00,2025-05-16 00:03:00,0,,1310.3,Cloudy,3,5,0
UA769,UA,BOS,ORD,2025-09-04 06:01:00,2025-09-04 06:11:00,2025-09-04 08:34:00,2025-09-04 08:44:00,10,,1166.3,Clear,3,9,0
WN2418,WN,SEA,LAX,2025-07-31 15:02:00,2025-07-31 15:02:00,2025-07-31 16:59:00,2025-07-31 16:54:00,0,,970.1,Clear,3,7,0
F93295,F9,BOS,JFK,2025-12-13 18:43:00,2025-12-13 18:43:00,2025-12-13 19:43:00,2025-12-13 19:43:00,0,,225.0,Clear,5,12,0
UA5000,UA,SFO,JFK,2025-01-03 09:29:00,2025-01-03 09:49:00,2025-01-03 16:30:00,2025-01-03 16:52:00,20,National Aviation System,3359.9,Clear,4,1,1
DL8393,DL,SFO,ATL,2025-03-13 19:28:00,2025-03-13 19:28:00,2025-03-14 00:57:00,2025-03-14 00:54:00,0,,2633.0,Rain,3,3,0
NK9934,NK,DEN,SFO,2025-11-04 15:09:00,2025-11-04 15:14:00,2025-11-04 17:43:00,2025-11-04 17:43:00,5,,1231.4,Clear,1,11,0
VJ1252,VJ,DFW,JFK,2025-01-15 09:54:00,2025-01-15 10:02:00,2025-01-15 13:29:00,2025-01-15 13:34:00,8,,1691.6,Clear,2,1,0
B63720,B6,ORD,SGN,2025-02-07 08:10:00,2025-02-07 08:10:00,2025-02-08 12:31:00,2025-02-08 12:29:00,0,,13595.6,Cloudy,4,2,0
DL7559,DL,ORD,HAN,2025-02-24 08:44:00,2025-02-24 08:44:00,2025-02-25 12:40:00,2025-02-25 12:36:00,0,,13442.8,Clear,0,2,0
VJ4118,VJ,HAN,SEA,2025-03-16 10:33:00,2025-03-16 10:42:00,2025-03-17 19:26:00,2025-03-17 19:40:00,9,,15843.7,Clear,6,3,0
UA4231,UA,JFK,MIA,2025-06-09 06:02:00,2025-06-09 06:12:00,2025-06-09 08:27:00,2025-06-09 08:39:00,10,,1118.5,Clear,0,6,0
DL1515,DL,DFW,SGN,2025-11-05 08:39:00,2025-11-05 09:31:00,2025-11-06 14:08:00,2025-11-06 15:04:00,52,National Aviation System,14137.1,Rain,2,11,1
DL873,DL,DAD,MIA,2025-04-15 21:51:00,2025-04-15 21:51:00,2025-04-17 00:49:00,2025-04-17 00:47:00,0,,13023.0,Clear,1,4,0
WN7456,WN,DAD,BOS,2025-09-07 18:10:00,2025-09-07 18:15:00,2025-09-08 20:06:00,2025-09-08 20:12:00,5,,12498.1,Clear,6,9,0
NK368,NK,DEN,SFO,2025-12-16 22:52:00,2025-12-16 23:15:00,2025-12-17 01:29:00,2025-12-17 01:50:00,23,Late Aircraft,1231.4,Rain,1,12,1
F9463,F9,MIA,DAD,2025-10-14 07:09:00,2025-10-14 07:42:00,2025-10-15 10:07:00,2025-10-15 10:42:00,33,Carrier Delay,13023.0,Rain,1,10,1
B67581,B6,DAD,MIA,2025-07-09 22:53:00,2025-07-09 23:04:00,2025-07-11 01:53:00,2025-07-11 02:04:00,11,,13023.0,Clear,2,7,0
UA5755,UA,SEA,SGN,2025-06-12 09:41:00,2025-06-12 09:41:00,2025-06-13 19:02:00,2025-06-13 19:04:00,0,,15999.2,Clear,3,6,0
AS8637,AS,HAN,DFW,2025-03-20 07:30:00,2025-03-20 07:30:00,2025-03-21 12:35:00,2025-03-21 12:37:00,0,,14019.6,Clear,3,3,0
F95408,F9,DAD,SGN,2025-10-31 06:31:00,2025-10-31 06:31:00,2025-10-31 07:31:00,2025-10-31 07:27:00,0,,376.0,Clear,4,10,0
VN6222,VN,SFO,ORD,2025-11-29 07:58:00,2025-11-29 08:00:00,2025-11-29 13:07:00,2025-11-29 13:11:00,2,,2397.4,Rain,5,11,0
VN2346,VN,LAX,DFW,2025-08-29 08:20:00,2025-08-29 08:21:00,2025-08-29 11:30:00,2025-08-29 11:27:00,1,,1476.1,Cloudy,4,8,0
AA1701,AA,DEN,DFW,2025-02-15 10:28:00,2025-02-15 10:58:00,2025-02-15 12:06:00,2025-02-15 12:36:00,30,Late Aircraft,712.6,Rain,5,2,1
DL1779,DL,JFK,ORD,2025-08-05 17:15:00,2025-08-05 17:15:00,2025-08-05 19:08:00,2025-08-05 19:04:00,0,,979.2,Rain,1,8,0
AS409,AS,SEA,ATL,2025-06-17 11:36:00,2025-06-17 11:54:00,2025-06-17 17:20:00,2025-06-17 17:33:00,18,Security,2782.1,Cloudy,1,6,1
WN9548,WN,DAD,DFW,2025-11-06 08:10:00,2025-11-06 08:21:00,2025-11-07 13:54:00,2025-11-07 14:00:00,11,,14209.2,Rain,3,11,0
F97482,F9,JFK,ORD,2025-12-06 11:37:00,2025-12-06 11:37:00,2025-12-06 13:29:00,2025-12-06 13:31:00,0,,979.2,Clear,5,12,0
